mol_id,smiles,NR-AR-LBD,NR-AR,NR-PPAR-gamma,NR-ER,NR-Aromatase,SR-MMP,SR-p53,NR-AhR,SR-ARE,NR-ER-LBD,SR-HSE,SR-ATAD5
TOX20710,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0,0,0,0,0,,0,0,0,0,0,0
TOX20713,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,,0,,,,,1,,,,,0
TOX20712,CC[Sn](Br)(CC)CC,1,0,1,,,1,1,0,,1,1,1
TOX20715,C=CC(=O)OCCOc1ccccc1,,0,0,,0,,1,0,,0,1,0
TOX20714,Cc1cc(C)c(N)c(Cl)c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX20716,CCC(C)(C)C1CCC(O)CC1,0,0,0,,0,0,0,0,0,0,0,0
TOX24878,CCCOC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX24879,CCC(CO)(CO)COCC(CC)(CO)CO,0,0,0,0,0,0,0,0,0,0,0,0
TOX24658,N=C1NC(=N)c2ccccc21,1,0,,0,,,1,,1,0,0,1
TOX24870,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,0,0,0,0,,0,0,0,0,0,0,0
TOX24655,CCCCCCCCCCCC(=O)N(CC)CC,0,0,0,0,0,0,0,0,0,0,0,0
TOX24656,N#CCCOCCOCCC#N,0,0,0,0,0,,0,0,0,0,0,0
TOX24873,C=CC(=O)OCCCCCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX24650,Cc1ccc(N(CCO)CCO)cc1,0,0,0,0,0,0,0,,0,0,0,0
TOX24875,CN(C)CCN(C)CCO,0,0,0,0,0,0,0,0,0,0,0,0
TOX24876,C(COCC1CO1)OCC1CO1,0,0,0,0,,0,,0,1,0,,0
TOX24877,CCC(=O)Nc1cccc(N)c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX9619,N#C[S-],0,0,0,0,0,0,0,0,0,0,0,0
TOX28711,O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,0,0,0,,0,0,,1,0,0,0,0
TOX28710,CCOC(=O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]4OC(C)=O)c(-c4cccc(CC(=O)OCC)c4)c3)ccc2O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)c1,0,0,0,0,0,0,0,0,,0,,0
TOX28713,CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2,0,0,0,0,0,0,0,0,,0,0,0
TOX28712,O=C(N[C@@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,0,0,0,,0,1,,1,,0,0,1
TOX28715,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX28714,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX28717,Nc1ccn(C2CO[C@H](CO)O2)c(=O)n1,0,0,0,0,0,0,,0,0,0,0,0
TOX28716,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX28719,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,0,0,0,0,0,0,0,0,0,0,0,0
TOX27831,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(C[C@](O)(CC)C7)CCc7c8ccccc8[nH]c76)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,,0,,,,1,1,0,1,,1,1
TOX27830,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,0,0,,0,,,0,1,,0,,0
TOX27833,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,0,0,0,0,0,0,0,0,,0,,0
TOX27832,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,0,0,0,0,0,0,0,0,0,0,0,0
TOX6228,CCOP(=O)(OCC)OCC,0,0,0,0,0,0,0,1,0,0,0,0
TOX2027,Nc1ccc(F)cc1,0,0,0,0,0,,0,,0,0,0,0
TOX9617,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,0,0,0,0,0,0,0,0,0,0,0
TOX2020,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,0,0,0,0,0,0,0,1,0,0,0,0
TOX6220,CCOc1cc(OCC)c(C(C)=O)cc1OCC,0,0,0,,,,0,,0,0,0,0
TOX6223,CC(=O)OCCOCCOCCOC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX9904,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0,0
TOX9612,C=C(C)C1CC=C(C)CC1,0,1,0,0,0,0,0,0,0,0,0,0
TOX5035,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,,1,,0,,,1,1,,,,0
TOX5037,CCN(CC)c1cccc(O)c1,0,0,0,1,0,,0,1,,,0,0
TOX4455,CC(=O)Nc1ccc(N)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1134,NC(=S)Nc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1137,Nc1cccc(N)c1,0,0,0,0,,1,0,1,0,0,0,0
TOX1131,c1ccc(Nc2ccc3ccccc3c2)cc1,0,0,0,1,,,0,1,1,0,0,1
TOX15,CC(=O)NNc1ccccc1,0,0,,0,0,0,0,0,0,0,0,0
TOX14,CC(=O)C1C(=O)C=C(C)OC1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX4452,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,0,0,0,0,,0,0,1,1,0,0,0
TOX14465,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,0,0,0,0,0,0,0,0,0,0,0,0
TOX728,NNCCO,0,0,0,,0,0,0,0,0,0,0,0
TOX18762,Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N,0,0,0,0,0,,0,0,0,0,0,0
TOX721,CCOc1ccc(NC(=O)CC(C)O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX12459,CCOP(=S)(OCC)SCSCC,0,0,0,1,,0,0,0,0,0,0,0
TOX2736,CCOC(=O)n1ccn(C)c1=S,0,0,0,0,0,0,0,0,0,0,0,0
TOX1138,Nc1ccc(N)cc1,0,0,0,,,1,0,1,1,,0,1
TOX25293,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc21,0,0,0,0,0,0,0,0,,0,0,0
TOX25292,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,0,0,0,0,0,,0,0,0,0,0,0
TOX25291,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,,0,,,0,0,,0,,0,,0
TOX4283,CCOCC(C)O,0,0,0,0,0,,0,0,0,0,0,0
TOX25297,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,,,,,,,,,0,,0,
TOX25296,NCc1ccc(S(N)(=O)=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7175,O=C1CCCc2ccccc21,0,0,0,0,0,0,0,1,0,0,0,0
TOX7174,OC1CCCc2ccccc21,0,0,0,0,0,0,0,0,0,0,0,0
TOX4286,CC1CN1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7178,COC(C)OC,0,0,0,0,0,,0,0,0,0,0,0
TOX589,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,0,0,0,,0,1,0,0,0,0,0,0
TOX859,CC(O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX3883,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,0,0,0,0,0,,0,0,0,,0,0
TOX3881,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,0,0,0,1,,0,0,1,0,0,0,1
TOX580,CCOc1ccc(NC(N)=O)cc1,0,0,0,,0,0,0,0,0,0,0,0
TOX581,CCOc1ccccc1C(N)=O,0,0,0,0,0,0,0,,0,0,1,0
TOX582,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,0,0,1,0,0,0,0,1,,0,,0
TOX583,C=CC(=O)OCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX856,CN1CCCC1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX857,CNc1ncnc2[nH]cnc21,0,0,0,0,,1,0,,1,0,0,1
TOX3889,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,0,0,0,0,,1,0,1,0,0,0,0
TOX855,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,0,0,0,1,0,0,0,1,0,0,0,0
TOX1145,c1ccc(OCC2CO2)cc1,0,0,0,0,0,,0,0,0,0,0,0
TOX4855,COc1cc(N)ccc1C,0,0,,0,0,0,0,1,,0,0,0
TOX1828,CC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1824,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,0,0,0,,,1,1,0,,0,1,0
TOX1823,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0,0,0,0,,1,0,,,0,0,0
TOX1822,CC(C)N(CCO)C(C)C,0,0,0,0,0,,0,0,0,0,0,0
TOX1821,CCC(C)=NO,0,0,0,0,0,0,0,0,0,0,0,0
TOX1820,CCC(=O)CC,0,0,0,0,0,0,0,0,0,0,0,0
TOX3089,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0,0,0,0,0,0,0,0,0,0,0,0
TOX3088,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,0,0,0,0,0,,0,0,,0,,0
TOX3085,CCCCc1ccc(C(=O)O)nc1,0,0,0,,0,0,0,0,,0,,0
TOX3084,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,0,0,0,0,,0,0,0,,0,,0
TOX8974,CCCC(C)CC,0,0,0,0,0,0,0,0,0,0,0,0
TOX12406,CCOP(=O)([O-])C(N)=O,0,0,0,0,0,,0,0,,0,0,0
TOX7506,O=C(Cl)c1cc(Cl)cc(Cl)c1,0,0,0,0,0,,0,0,0,0,0,0
TOX7507,COC(=O)c1cccc(Cl)c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7504,C=C(C)C(=O)OCCN(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX7502,Cc1cc(=O)nc(C(C)C)[nH]1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7503,CC1(C)CC(N)CC(C)(CN)C1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7500,CCCOCCO,0,0,0,0,0,0,0,0,0,0,0,0
TOX7509,COC(=O)CCS,0,0,0,0,0,0,0,0,0,0,0,0
TOX14855,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,0,0,0,1,1,0,0,0,,0,0,0
TOX1643,CCCCCCCC=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX26019,OC[C@H]1O[C@@H](n2cnc3c2ncnc3S)[C@H](O)[C@@H]1O,0,0,,0,,,1,1,1,0,0,0
TOX1642,CCCCCCCCCCCCCCCCCC(=O)O,0,0,0,1,0,0,0,0,0,1,0,0
TOX26015,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,0,0,0,0,,0,0,0,0,0,0,0
TOX26016,N=C(N)NN.N=C(N)NN,0,0,0,0,0,0,0,,0,0,0,0
TOX26017,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,0,0,0,,0,,0,0,1,0,0,0
TOX26011,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)C[C@@H](C)C(=O)C=CC(C)=C[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,0,,0,0,0,0,0,0,,0,,0
TOX21299,CCCCCCC1(C)CCC(=O)O1,0,0,0,0,0,,0,0,0,0,0,0
TOX26013,OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O,0,0,,0,0,0,,0,,0,,0
TOX27639,CCCCCCC#CC(=O)OC,0,0,0,0,0,0,0,0,,0,0,0
TOX27637,CCCCCC/C=C/C(=O)OC,0,0,0,0,0,0,0,0,0,0,0,0
TOX27636,CCCCCCCC(=O)OCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX27633,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX27631,C/C=C/C=C/CO,0,0,0,0,0,0,0,0,,0,0,0
TOX27630,CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO,0,0,0,0,0,0,0,0,1,0,0,0
TOX1645,CCCCCCCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
TOX1644,O=C(O)CCCCCCC(=O)O,,0,0,0,0,0,0,0,0,0,0,0
TOX29317,CCCN1C=CN(C)C1,0,0,0,0,0,0,0,0,0,0,0,0
TOX21743,Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc32)c(C)c1,0,0,0,1,0,0,0,1,1,,0,0
TOX29314,CCCCCCCCCCCCCBr,0,0,0,0,0,,0,0,0,0,0,0
TOX2842,Cc1ncsc1CCCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX2843,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,0,0,0,,1,,,0,,0,,0
TOX2844,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,0,,,,,0,0,0,0,0,0
TOX2846,Clc1cccc(Cl)c1N=C1NCCN1,0,0,0,0,0,0,0,0,0,0,0,0
TOX2847,CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0,0,0,0,0,0,0,0,,0,,0
TOX922,Nc1ccc2ccccc2c1S(=O)(=O)O,0,0,0,1,0,0,0,1,1,0,0,0
TOX15753,CCCCN(CCC(=O)OCC)C(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX9755,CCCCOC(O)CC,0,0,0,0,0,0,0,0,0,0,0,0
TOX6031,CCCCCCCCCCCCOS(=O)(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX6033,CCCCC(CC)COS(=O)(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX20360,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,0,0,0,0,,,0,0,0,0,0,0
TOX20362,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,,0,,,,1,1,1,,0,,
TOX20363,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,0,0,,,,1,0,,1,0,0,0
TOX5629,Cc1cc([N+](=O)[O-])ccc1N,0,0,0,,0,0,0,,0,0,0,0
TOX5628,Cc1c(N)cccc1[N+](=O)[O-],,0,0,,0,0,0,,0,0,0,0
TOX2904,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,1,0,0,,1,0,,0,0,0,0
TOX2906,CC(C)(CO)[C@@H](O)C(=O)NCCCO,0,0,0,0,0,0,0,0,0,0,0,0
TOX2901,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,1,0,0,,0,0,0,0,0,0,0
TOX27413,C/C=C(\C)C(=O)OC/C=C(\C)CCC=C(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX26908,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,0,0,1,0,,0,0,0,0,0,0,0
TOX26909,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,0,0,0,0,,0,0,0,,0,,0
TOX26906,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,0,0,0,1,0,0,0,,,1,,0
TOX26904,CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,0,0,0,0,0,0,0,0,,0,,0
TOX26902,COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O,0,0,,0,0,0,0,0,,0,,
TOX4798,CC(C)(Cl)[N+](=O)[O-],0,0,0,0,0,,0,0,0,0,0,0
TOX27410,C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,0,0,0,1,,,0,0,,0,1,0
TOX22218,CCCCCOC(=O)CCCC,0,0,0,0,,0,0,0,0,0,0,0
TOX22219,CCCc1ccccc1,0,0,0,0,0,,0,0,0,0,0,0
TOX27417,CC1=C(O)C(=O)CO1,0,0,0,0,0,,0,0,,0,0,0
TOX22215,CCCCCCCCC(=O)Cl,0,0,0,0,0,0,0,0,,0,0,0
TOX22210,CN1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX27416,C=CC(=C)CCCC(C)(C)OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX25847,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,0,0,0,0,0,0,0,0,0,0,0,0
TOX25845,CCCCCC(C)N.CCCCCC(C)N,,,,,,,,,0,,0,
TOX25843,OCc1ccccc1O,0,0,0,0,0,0,0,,0,0,0,0
TOX27414,CC=CC=CCOC(=O)C(C)C,0,0,0,0,,0,,0,1,0,,0
TOX25848,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1,,0,,,1,1,1,1,,,0,
TOX25849,Oc1c(Br)cc(Br)c2cccnc12,0,0,0,,0,0,1,1,1,0,1,0
TOX14223,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,,0,,,,,,0,1,,1,0
TOX14227,CCC(C)OC(=O)N1CCCCC1CCO,0,0,0,0,0,0,0,,0,0,0,0
TOX20502,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0,0,0,0,,1,0,1,,0,0,
TOX14229,CCCCCC1CCC(=O)O1,0,0,0,0,0,0,0,0,0,0,0,0
TOX4791,Clc1cccc2ccccc12,0,0,0,1,0,0,0,0,0,0,0,0
TOX28948,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,0,0,0,0,0,0,0,1,0,0,0,0
TOX28944,COC(=O)C(Cl)C(=O)OC,0,0,0,0,0,0,0,0,1,0,0,0
TOX28946,NCCC[C@H](N)C(=O)O,0,0,0,0,,0,0,0,,0,,0
TOX28947,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,0,,,,1,,,,,,
TOX28941,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0,0,,,,,,1,,0,0,
TOX28942,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,0,0,0,,0,0,0,,,0,,0
TOX28943,CC(N)Cc1ccc2c(c1)OCO2,0,0,0,0,0,0,0,0,,0,,0
TOX4687,CC(C)(C)c1ccc(O)c(O)c1,0,0,0,1,1,1,0,1,1,,1,0
TOX4681,CC(C)(C)N,0,0,0,0,0,0,0,0,0,0,0,0
TOX4683,CCCCOC(=O)c1ccccc1N,0,0,0,0,0,,0,0,,0,0,0
TOX3370,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0,0,0,0,0,,0,1,,0,0,0
TOX7344,O=C1CCCCCCCCCCCN1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7345,c1ccc(B(c2ccccc2)c2ccccc2)cc1,0,0,0,1,0,1,0,1,,1,0,
TOX18686,Cc1cccc(C(=O)O)c1O,0,0,0,0,0,0,0,0,0,0,0,0
TOX7341,NCCOCCO,0,0,0,0,0,0,0,0,0,0,0,0
TOX7342,[S-]c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7343,CC(C)(C)c1ccc(C=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX3508,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C,0,0,0,0,0,0,0,0,0,0,0,0
TOX3502,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,1,0,1,,0,0,0,0,,0,0
TOX3505,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,,,,,,,,0,,0,
TOX4538,O=C1c2c(O)cccc2Cc2cccc(O)c21,0,0,0,0,0,0,0,0,0,0,0,0
TOX4532,COc1ccc(N)cc1,0,0,0,1,0,0,0,1,0,0,0,0
TOX2279,CC(C)c1cccc(C(C)C)c1N,0,0,0,0,0,0,0,0,0,0,0,0
TOX24466,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,0,0,0,0,0,,0,0,,0,0,0
TOX24465,Nc1ccc(S(=O)(=O)O)c(N)c1,0,0,0,0,0,,0,,0,0,0,0
TOX24464,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,0,0,0,0,,1,0,1,1,0,0,0
TOX17757,C=CCCCCCCCCC=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX24462,CCO[Si](OCC)(OCC)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX17754,C=CCOc1nc(OCC=C)nc(OCC=C)n1,0,0,0,0,0,0,0,1,0,0,0,0
TOX24469,NCCOS(=O)(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
TOX25598,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,0,0,0,0,0,0,0,0,,0,0,0
TOX25594,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,,0,0,0,0,0,0,0,0,0,0,0
TOX25595,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21,0,0,0,0,0,,0,0,0,0,0,0
TOX25596,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,,0,0,0,0,0,0,0,,0,,0
TOX25597,NC(CO)(CO)CO.O=C(O)[C@@H]1CCn2c(C(=O)c3ccccc3)ccc21,0,0,0,0,0,0,0,0,0,0,0,0
TOX25590,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,0,0,0,0,0,0,0,0,,0,0,0
TOX25591,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,0,0,0,1,0,0,0,0,0,0,0,0
TOX445,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX444,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX447,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,0,0,0,1,0,1,0,1,0,,0,0
TOX446,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0,0,0,0,0,1,0,1,0,0,0,0
TOX441,CC(Oc1cc(Cl)ccc1Cl)C(=O)O,0,0,0,0,0,,0,0,,0,0,0
TOX440,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,0,0,0,0,,0,0,0,0,0,0,0
TOX443,CCCCOC(=O)COc1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX442,O=C(O)COc1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX119,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c21,0,0,0,0,,,1,1,1,0,0,0
TOX118,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,0,1,0,0,0,0,0,0,0,0,0,0
TOX449,COP(=O)(OC)OC=C(Cl)Cl,0,0,0,0,0,0,0,0,1,0,0,0
TOX448,CC(Cl)CCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX23850,ClCCN1CCCC1,,,,,,,,,,,0,
TOX13447,CC(C)N(C)C,0,0,0,0,0,,0,0,0,0,0,0
TOX13445,CN(C)CCCNCCCN,0,0,0,,0,0,0,0,1,,0,0
TOX25905,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0,1,0,,,,0,,,0,,
TOX25904,COc1ccc2cc([C@H](C)CO)ccc2c1,0,0,0,1,,0,0,,,0,,0
TOX14769,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,0,1,0,0,1,0,0,0,0,0,0,0
TOX5825,COc1ccc(Cc2nccc3cc(OC)c(OC)cc32)cc1OC,0,0,0,,0,,0,,1,0,0,0
TOX5824,Cl[Pd]Cl,0,0,0,0,0,0,0,0,,0,0,0
TOX17185,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0,0,,0,0,,0,0,,0,,0
TOX2050,Cc1ccccc1C#N,0,0,0,0,0,,0,0,0,0,0,0
TOX22459,CCCCCCCCCCCCCC[n+]1ccccc1,,0,,,1,1,,0,,0,,
TOX25330,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,0,0,0,0,0,,0,0,,0,,0
TOX22451,Clc1sc(Cl)c(Cl)c1Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX25332,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,0,0,0,0,0,,0,0,,0,,0
TOX4991,ClC=CCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX4993,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,0,0,0,0,0,0,0,0,,0,,0
TOX4994,O=c1[n-]c(=O)n(Cl)c(=O)n1Cl,0,0,0,1,0,0,0,0,0,0,0,0
TOX4997,O=[N+]([O-])c1cccc(Cl)c1Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX4998,O=[N+]([O-])c1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,0,,0,0,0
TOX4999,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,0,0,0,0,0,0,0,1,0,0,0,0
