id,target,smile
CHEMBL366978,9,CCOC(=O)N1CCC2(CC1)Nc3cccc(Cl)c3C(=N2)N
CHEMBL741,5.5,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl
CHEMBL6273,7.91,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O
CHEMBL7931,11,NC1=NC(Cc2ccccc12)C3CC3
CHEMBL184,2.2,Nc1nc(O)c2ncn(COCCO)c2n1
CHEMBL292500,10.02,NCC1CCC(CC1)C(=O)O
CHEMBL442956,8,OC(=O)C1Cc2c([nH]c3ccccc23)C(N1)c4ccccc4
CHEMBL2171033,8.1,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4ccccc4)cc1Cl
CHEMBL179858,8.1,CN(C)S(=O)(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1
CHEMBL288959,3.45,Nc1nc(O)cc(n1)c2ccccc2
CHEMBL1097,9.14,CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1
CHEMBL500,9.62,CC(C)NCC(O)COc1cccc2[nH]ccc12
